URL,Title,Department,Field,Credit,Professor,Class Format,Period,Language
https://syllabus.sfc.keio.ac.jp//courses/2021_25557?locale=en,KOREAN BASIC 1 A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,Jaepil Ko Takeya Takagi,Online (Live),"Thu 3rd , Fri 4th",Korean
https://syllabus.sfc.keio.ac.jp//courses/2021_25553?locale=en,CHINESE BASIC 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,Huiqin Wang Mengke Xin,Online (Live),"Mon 3rd , Wed 4th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25496?locale=en,MANAGEMENT AND GOVERNANCE OF GOVERNMENT INSTITUTIONS,MEDIA AND GOVERNANCE,Program Courses,2 Unit,Shinichi Ueyama,On campus,Mon 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25532?locale=en,CHINESE BASIC 1 CB,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,Chengcheng Zhang Mengke Xin,Online (Live),"Mon 4th , Tue 3rd",Chinese
https://syllabus.sfc.keio.ac.jp//courses/2021_25571?locale=en,BIBLIOGRAPHIC INFORMATION RETRIEVAL,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Momoko Morishima Toshiko Tsutsui,Online (Live),Wed 2nd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25540?locale=en,COMMUNITY INFORMATICS,MEDIA AND GOVERNANCE,Program Courses,2 Unit,Yoshinori Isagai,Online (Live),Mon 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25541?locale=en,SOCIAL FINANCE [2nd half of semester],MEDIA AND GOVERNANCE,Program Courses,2 Unit,Masatoshi Tamamura,Online (Live),"Tue 6th , Tue 7th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25555?locale=en,CHINESE BASIC 3,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,Subaru Yamakage Xiaoyin Wang,Online (Live),"Wed 4th , Fri 3rd",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25502?locale=en,CALCULUS [DS1],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Data Science - Data Science 1,2 Unit,Rei Ootsuki,Online (On-demand),,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25504?locale=en,MATHEMATICAL MODELS [DS2],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Data Science - Data Science 2,2 Unit,Masashi Nakatani,Online (Live),Mon 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25503?locale=en,CALCULUS [DS1],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Data Science - Data Science 1,2 Unit,Atsushi Aoyama,Online (Live),Thu 2nd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25539?locale=en,DATA SCIENCE FOR ENVIRONMENTAL GOVERNANCE [DS2],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Data Science - Data Science 2,2 Unit,Tomoyuki Furutani,Online (Live),Mon 2nd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25500?locale=en,LINEAR ALGEBRA [DS1],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Data Science - Data Science 1,2 Unit,Toru Kojima,Online (Live),Wed 5th,Japanese
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 1 (Softcourse),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Takaaki Kato,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Mutsumi Imai,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kaoru Yamamoto,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (Wet-Bio棟),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Hiroki Kuroda,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (大学と地域の日常的な),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yoko Hasebe,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Norichika Kanie,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kazunori Takashio,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yoshiaki Miyamoto,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (e-Sports)(オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Tomoyuki Furutani Takaaki Kato,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kazunori Takashio,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Nao Tokui,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yumi Sugihara,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (RNA),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Masaru Tomita,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Takeya Takagi,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Mutsumi Imai,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Yasuto Nakanishi,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_45923?locale=en,SDGS AND FINANCE (寄附講座),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Norichika Kanie Tarek Katramiz Shinya Sakuma,On campus,Wed 2nd,Japanese
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yumi Sugihara,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Kotomi Shiota,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_25348?locale=en,RISK MANAGEMENT,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Kyouichi Murakami,Online (Live),Wed 7th,Japanese
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (モデル生物)(オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Hiroki Kuroda,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Kotomi Shiota,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Yasuto Nakanishi,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Masatoshi Tamamura,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yoshiaki Miyamoto,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_46653?locale=en,SEMINAR B (1),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Akira Wakita,On campus,Thu 5th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25092?locale=en,SOCIAL DYNAMICS,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Wakana Baba,Online (Live),Tue 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25960?locale=en,NETWORK POLICY (GIGA/GG),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Hajime Oiso,Online (Live),Mon 5th,English
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (ソフトボール),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Takashi Matsuhashi,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 1 (Soft Course),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Kotomi Shiota,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (ゴルフ),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Koji Okawa,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_46635?locale=en,THEORY OF ARCHITECTURE AS MEDIA,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Yoshikuni Shirai,On campus,Wed 4th,Japanese
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 1 (10),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Keisuke Ohsaki,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_39884?locale=en,FUNDAMENTALS OF INFORMATION TECHNOLOGY 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Fundamentals of Information Technology,2 Unit,Yuu Akiyama,Online (Live),"Wed 4th , Wed 5th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_46634?locale=en,EARTH SYSTEM B [2nd half of semester],MEDIA AND GOVERNANCE,Program Courses - Heisetsu,2 Unit,Yoshiaki Miyamoto,Online (Live),"Thu 2nd , Thu 3rd",Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Akiyoshi Okada,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Takumi Shimizu,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Akiyoshi Okada,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Tadashi Okoshi,,,
https://syllabus.sfc.keio.ac.jp/,CONTEXT DESIGN [1st half of semester],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Kotaro Watanabe,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_25947?locale=en,SOCIETY IN JAPAN AND GERMANY (GERMAN) /GERMAN CONTENTS,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,Markus Grasmueck,Online (Live),Wed 5th,German
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Takumi Shimizu,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (Soft Course),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Takaaki Kato,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_27605?locale=en,PROJECT ENGLISH C (Presentation)(GIGA/GG/GI),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,Cameron High I,Online (Live),Fri 3rd,English
https://syllabus.sfc.keio.ac.jp//courses/2021_42637?locale=en,AI AND POLICY,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Hajime Oiso,Online (Live),Thu 3rd,Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Tadashi Okoshi,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_46632?locale=en,MECHANICAL AND MATERIALS ENGINEERING (GIGA),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Ahmad Almansour,Online (Live),Thu 3rd,English
https://syllabus.sfc.keio.ac.jp//courses/2021_25964?locale=en,YAMAGATA CULTURAL EXPLORATION (TTCK),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,,On campus,,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_46631?locale=en,ERGONOMIC DESIGN AND TECHNOLOGY (GIGA),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Ahmad Almansour,Online (Live),Thu 2nd,English
https://syllabus.sfc.keio.ac.jp//courses/2021_46633?locale=en,EARTH SYSTEM A [1st half of semester],MEDIA AND GOVERNANCE,Program Courses - Heisetsu,2 Unit,Satoko Oki,Online (Live),"Thu 4th , Thu 5th",Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Sachiko Tsukahara,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_44044?locale=en,SEMINAR B (2),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kazumi Ogasawara,On campus,Thu 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_44043?locale=en,SEMINAR B (1),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kazumi Ogasawara,On campus,Mon 4th,Japanese
https://syllabus.sfc.keio.ac.jp/,MASTER SEMINAR,MEDIA AND GOVERNANCE,Special Courses,2 Unit,Le Thao Chi Vu,,,
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Hasumi Nishikawa,,,
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Toshio Ohori,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_43974?locale=en,SEMINAR B (2),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Wakana Baba,Online (Live),Fri 4th,Japanese
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Shohei Matsukawa,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Wakana Baba,,,
https://syllabus.sfc.keio.ac.jp/,MASTER SEMINAR,MEDIA AND GOVERNANCE,Special Courses,2 Unit,Patrick Savage E,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Andreas Meyer,,,
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Le Thao Chi Vu,,,
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Patrick Savage E,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Andreas Meyer,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Wakana Baba,,,
https://syllabus.sfc.keio.ac.jp/,MASTER SEMINAR,MEDIA AND GOVERNANCE,Special Courses,2 Unit,Toshio Ohori,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Sachiko Tsukahara,,,
https://syllabus.sfc.keio.ac.jp/,MASTER SEMINAR,MEDIA AND GOVERNANCE,Special Courses,2 Unit,Shohei Matsukawa,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Toshio Ohori,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Toshio Ohori,,,
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Hideyuki Kawashima,,,
https://syllabus.sfc.keio.ac.jp/,MASTER SEMINAR,MEDIA AND GOVERNANCE,Special Courses,2 Unit,Hideyuki Kawashima,,,
https://syllabus.sfc.keio.ac.jp/,MASTER SEMINAR,MEDIA AND GOVERNANCE,Special Courses,2 Unit,Atsushi Aoyama,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_44006?locale=en,SEMINAR A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Toshio Ohori,On campus,"Mon 2nd , Mon 3rd",Japanese
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Atsushi Aoyama,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Haruo Suzuki,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (RNA)(オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Masaru Tomita,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (ゴビ砂漠),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Masaru Tomita,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (大学と地域の日常的な)(オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Yoko Hasebe,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Shohei Matsukawa,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yasuhiro Naito,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (ゴビ砂漠)(オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Masaru Tomita,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (各種環境下での)(オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Takaaki Kato,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (他の中高大生と共に)(オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Yoko Hasebe,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_46585?locale=en,BASICS OF ARCHITECTURAL COMPUTER-AIDED DEDIGN(CAD),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Shohei Matsukawa,Online (On-demand),,Japanese
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Akio Kanai,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (他の中高大生と共に),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Yoko Hasebe,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (神奈川県における),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Mamoru Fujita Rokusana Shintani,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yasuhiro Naito,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Junichi Ushiyama,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Satoko Oki,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Tomohiro Ichinose,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Hiroya Tanaka,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Takashi Iba,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Junichi Ushiyama,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (合成生物学)(オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Masaru Tomita,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT A (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Masatoshi Tamamura,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (オンライン),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kazuharu Arakawa,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kazuharu Arakawa,,,
https://syllabus.sfc.keio.ac.jp/,SPECIAL RESEARCH PROJECT B (アイヌ語の実践),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Mamoru Fujita,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Koji Matsui,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Toshihiro Nakayama,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Patrice Leroy,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Junichi Ushiyama,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Gen Miyagaki,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Junichi Ushiyama,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yasutake Miyashiro,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Toshihiro Nakayama,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kan Suzuki,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yasutake Miyashiro,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Gen Miyagaki,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Kan Suzuki,,,
